"Município";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";"Total"
"221035 São Lourenço do Piauí";-;-;-;-;-;-;-;-;4577;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4577
"221037 São Luis do Piauí";-;-;-;-;-;-;-;-;2646;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2646
"221038 São Miguel da Baixa Grande";-;-;-;-;-;-;-;-;2454;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2454
"221039 São Miguel do Fidalgo";-;-;-;-;-;-;-;-;3038;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3038
"221040 São Miguel do Tapuio";-;-;-;-;-;-;-;-;17639;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17639
"221050 São Pedro do Piauí";-;-;-;-;-;-;-;-;14324;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14324
"221060 São Raimundo Nonato";-;-;-;-;-;-;-;-;34877;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34877
"221062 Sebastião Barros";-;-;-;-;-;-;-;-;3451;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3451
"221063 Sebastião Leal";-;-;-;-;-;-;-;-;4303;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4303
"221065 Sigefredo Pacheco";-;-;-;-;-;-;-;-;10058;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10058
"221070 Simões";-;-;-;-;-;-;-;-;14649;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14649
"221080 Simplício Mendes";-;-;-;-;-;-;-;-;12746;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12746
"221090 Socorro do Piauí";-;-;-;-;-;-;-;-;4563;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4563
"221093 Sussuapara";-;-;-;-;-;-;-;-;6767;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6767
"221095 Tamboril do Piauí";-;-;-;-;-;-;-;-;2929;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2929
"221097 Tanque do Piauí";-;-;-;-;-;-;-;-;2773;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2773
"221100 Teresina";-;-;-;-;-;-;-;-;868075;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;868075
"221110 União";-;-;-;-;-;-;-;-;44569;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44569
"221120 Uruçuí";-;-;-;-;-;-;-;-;21655;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21655
"221130 Valença do Piauí";-;-;-;-;-;-;-;-;20929;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20929
"221135 Várzea Branca";-;-;-;-;-;-;-;-;4938;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4938
"221140 Várzea Grande";-;-;-;-;-;-;-;-;4386;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4386
"221150 Vera Mendes";-;-;-;-;-;-;-;-;3080;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3080
"221160 Vila Nova do Piauí";-;-;-;-;-;-;-;-;2952;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2952
"221170 Wall Ferraz";-;-;-;-;-;-;-;-;4471;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4471
"230010 Abaiara";-;-;-;-;-;-;-;-;-;11853;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11853
"230015 Acarape";-;-;-;-;-;-;-;-;-;15036;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15036
"230020 Acaraú";-;-;-;-;-;-;-;-;-;63104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63104
"230030 Acopiara";-;-;-;-;-;-;-;-;-;54481;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54481
"230040 Aiuaba";-;-;-;-;-;-;-;-;-;17493;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17493
"230050 Alcântaras";-;-;-;-;-;-;-;-;-;11781;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11781
"230060 Altaneira";-;-;-;-;-;-;-;-;-;7650;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7650
"230070 Alto Santo";-;-;-;-;-;-;-;-;-;17196;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17196
"230075 Amontada";-;-;-;-;-;-;-;-;-;43829;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43829
"230080 Antonina do Norte";-;-;-;-;-;-;-;-;-;7378;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7378
"230090 Apuiarés";-;-;-;-;-;-;-;-;-;14672;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14672
"230100 Aquiraz";-;-;-;-;-;-;-;-;-;80935;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80935
"230110 Aracati";-;-;-;-;-;-;-;-;-;74975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74975
"230120 Aracoiaba";-;-;-;-;-;-;-;-;-;26535;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26535
"230125 Ararendá";-;-;-;-;-;-;-;-;-;10959;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10959
"230130 Araripe";-;-;-;-;-;-;-;-;-;21654;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21654
"230140 Aratuba";-;-;-;-;-;-;-;-;-;11802;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11802
"230150 Arneiroz";-;-;-;-;-;-;-;-;-;7844;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7844
"230160 Assaré";-;-;-;-;-;-;-;-;-;23478;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23478
"230170 Aurora";-;-;-;-;-;-;-;-;-;24610;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24610
"230180 Baixio";-;-;-;-;-;-;-;-;-;6303;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6303
"230185 Banabuiú";-;-;-;-;-;-;-;-;-;18256;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18256
"230190 Barbalha";-;-;-;-;-;-;-;-;-;61228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61228
"230195 Barreira";-;-;-;-;-;-;-;-;-;22573;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22573
"230200 Barro";-;-;-;-;-;-;-;-;-;22758;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22758
"230205 Barroquinha";-;-;-;-;-;-;-;-;-;15044;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15044
"230210 Baturité";-;-;-;-;-;-;-;-;-;35941;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35941
"230220 Beberibe";-;-;-;-;-;-;-;-;-;53949;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53949
"230230 Bela Cruz";-;-;-;-;-;-;-;-;-;32722;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32722
"230240 Boa Viagem";-;-;-;-;-;-;-;-;-;54577;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54577
"230250 Brejo Santo";-;-;-;-;-;-;-;-;-;49842;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49842
"230260 Camocim";-;-;-;-;-;-;-;-;-;63907;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63907
"230270 Campos Sales";-;-;-;-;-;-;-;-;-;27470;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27470
"230280 Canindé";-;-;-;-;-;-;-;-;-;77244;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77244
"230290 Capistrano";-;-;-;-;-;-;-;-;-;17786;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17786
"230300 Caridade";-;-;-;-;-;-;-;-;-;22782;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22782
"230310 Cariré";-;-;-;-;-;-;-;-;-;18459;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18459
"230320 Caririaçu";-;-;-;-;-;-;-;-;-;26987;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26987
"230330 Cariús";-;-;-;-;-;-;-;-;-;18699;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18699
"230340 Carnaubal";-;-;-;-;-;-;-;-;-;17685;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17685
"230350 Cascavel";-;-;-;-;-;-;-;-;-;72232;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72232
"230360 Catarina";-;-;-;-;-;-;-;-;-;20871;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20871
"230365 Catunda";-;-;-;-;-;-;-;-;-;10376;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10376
"230370 Caucaia";-;-;-;-;-;-;-;-;-;365212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;365212
"230380 Cedro";-;-;-;-;-;-;-;-;-;25585;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25585
"230390 Chaval";-;-;-;-;-;-;-;-;-;13091;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13091
"230393 Choró";-;-;-;-;-;-;-;-;-;13565;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13565
"230395 Chorozinho";-;-;-;-;-;-;-;-;-;20274;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20274
"230400 Coreaú";-;-;-;-;-;-;-;-;-;23239;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23239
"230410 Crateús";-;-;-;-;-;-;-;-;-;75159;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75159
"230420 Crato";-;-;-;-;-;-;-;-;-;133031;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133031
"230423 Croatá";-;-;-;-;-;-;-;-;-;18133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18133
"230425 Cruz";-;-;-;-;-;-;-;-;-;24977;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24977
"230426 Deputado Irapuan Pinheiro";-;-;-;-;-;-;-;-;-;9662;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9662
"230427 Ererê";-;-;-;-;-;-;-;-;-;7225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7225
"230428 Eusébio";-;-;-;-;-;-;-;-;-;54337;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54337
"230430 Farias Brito";-;-;-;-;-;-;-;-;-;19389;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19389
"230435 Forquilha";-;-;-;-;-;-;-;-;-;24452;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24452
"230440 Fortaleza";-;-;-;-;-;-;-;-;-;2686612;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2686612
"230445 Fortim";-;-;-;-;-;-;-;-;-;16631;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16631
"230450 Frecheirinha";-;-;-;-;-;-;-;-;-;14134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14134
"230460 General Sampaio";-;-;-;-;-;-;-;-;-;7694;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7694
"230465 Graça";-;-;-;-;-;-;-;-;-;14407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14407
"230470 Granja";-;-;-;-;-;-;-;-;-;54962;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54962
"230480 Granjeiro";-;-;-;-;-;-;-;-;-;4814;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4814
"230490 Groaíras";-;-;-;-;-;-;-;-;-;11144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11144
"230495 Guaiúba";-;-;-;-;-;-;-;-;-;26290;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26290
"230500 Guaraciaba do Norte";-;-;-;-;-;-;-;-;-;40784;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40784
"230510 Guaramiranga";-;-;-;-;-;-;-;-;-;5132;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5132
"230520 Hidrolândia";-;-;-;-;-;-;-;-;-;20053;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20053
"230523 Horizonte";-;-;-;-;-;-;-;-;-;68529;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68529
"230526 Ibaretama";-;-;-;-;-;-;-;-;-;13369;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13369
"230530 Ibiapina";-;-;-;-;-;-;-;-;-;25082;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25082
"230533 Ibicuitinga";-;-;-;-;-;-;-;-;-;12629;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12629
"230535 Icapuí";-;-;-;-;-;-;-;-;-;20060;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20060
"230540 Icó";-;-;-;-;-;-;-;-;-;68162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68162
"230550 Iguatu";-;-;-;-;-;-;-;-;-;103074;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103074
"230560 Independência";-;-;-;-;-;-;-;-;-;26187;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26187
"230565 Ipaporanga";-;-;-;-;-;-;-;-;-;11596;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11596
"230570 Ipaumirim";-;-;-;-;-;-;-;-;-;12485;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12485
"230580 Ipu";-;-;-;-;-;-;-;-;-;42058;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42058
"230590 Ipueiras";-;-;-;-;-;-;-;-;-;38114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38114
"230600 Iracema";-;-;-;-;-;-;-;-;-;14326;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14326
"230610 Irauçuba";-;-;-;-;-;-;-;-;-;24305;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24305
"230620 Itaiçaba";-;-;-;-;-;-;-;-;-;7866;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7866
"230625 Itaitinga";-;-;-;-;-;-;-;-;-;38325;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38325
"230630 Itapagé";-;-;-;-;-;-;-;-;-;53067;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53067
"230640 Itapipoca";-;-;-;-;-;-;-;-;-;130539;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130539
"230650 Itapiúna";-;-;-;-;-;-;-;-;-;20520;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20520
"230655 Itarema";-;-;-;-;-;-;-;-;-;42215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42215
"230660 Itatira";-;-;-;-;-;-;-;-;-;21836;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21836
"230670 Jaguaretama";-;-;-;-;-;-;-;-;-;18147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18147
"230680 Jaguaribara";-;-;-;-;-;-;-;-;-;11492;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11492
"230690 Jaguaribe";-;-;-;-;-;-;-;-;-;34636;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34636
"230700 Jaguaruana";-;-;-;-;-;-;-;-;-;33834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33834
"230710 Jardim";-;-;-;-;-;-;-;-;-;27181;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27181
"230720 Jati";-;-;-;-;-;-;-;-;-;8130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8130
"230725 Jijoca de Jericoacoara";-;-;-;-;-;-;-;-;-;20087;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20087
"230730 Juazeiro do Norte";-;-;-;-;-;-;-;-;-;276264;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;276264
"230740 Jucás";-;-;-;-;-;-;-;-;-;24892;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24892
"230750 Lavras da Mangabeira";-;-;-;-;-;-;-;-;-;31492;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31492
"230760 Limoeiro do Norte";-;-;-;-;-;-;-;-;-;59890;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59890
"230763 Madalena";-;-;-;-;-;-;-;-;-;19864;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19864
"230765 Maracanaú";-;-;-;-;-;-;-;-;-;229458;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;229458
"230770 Maranguape";-;-;-;-;-;-;-;-;-;130346;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130346
"230780 Marco";-;-;-;-;-;-;-;-;-;27595;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27595
"230790 Martinópole";-;-;-;-;-;-;-;-;-;11321;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11321
"230800 Massapê";-;-;-;-;-;-;-;-;-;39044;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39044
"230810 Mauriti";-;-;-;-;-;-;-;-;-;48168;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48168
"230820 Meruoca";-;-;-;-;-;-;-;-;-;15185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15185
"230830 Milagres";-;-;-;-;-;-;-;-;-;27462;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27462
"230835 Milhã";-;-;-;-;-;-;-;-;-;13142;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13142
"230837 Miraíma";-;-;-;-;-;-;-;-;-;13894;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13894
"230840 Missão Velha";-;-;-;-;-;-;-;-;-;35480;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35480
"230850 Mombaça";-;-;-;-;-;-;-;-;-;43858;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43858
"230860 Monsenhor Tabosa";-;-;-;-;-;-;-;-;-;17249;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17249
"230870 Morada Nova";-;-;-;-;-;-;-;-;-;61738;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61738
"230880 Moraújo";-;-;-;-;-;-;-;-;-;8779;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8779
"230890 Morrinhos";-;-;-;-;-;-;-;-;-;22685;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22685
"230900 Mucambo";-;-;-;-;-;-;-;-;-;14549;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14549
"230910 Mulungu";-;-;-;-;-;-;-;-;-;10941;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10941
"230920 Nova Olinda";-;-;-;-;-;-;-;-;-;15684;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15684
"230930 Nova Russas";-;-;-;-;-;-;-;-;-;32408;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32408
"230940 Novo Oriente";-;-;-;-;-;-;-;-;-;28673;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28673
"230945 Ocara";-;-;-;-;-;-;-;-;-;25833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25833
"230950 Orós";-;-;-;-;-;-;-;-;-;21384;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21384
"230960 Pacajus";-;-;-;-;-;-;-;-;-;73188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73188
"230970 Pacatuba";-;-;-;-;-;-;-;-;-;84554;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84554
"230980 Pacoti";-;-;-;-;-;-;-;-;-;12288;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12288
"230990 Pacujá";-;-;-;-;-;-;-;-;-;6549;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6549
"231000 Palhano";-;-;-;-;-;-;-;-;-;9422;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9422
"231010 Palmácia";-;-;-;-;-;-;-;-;-;13439;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13439
"231020 Paracuru";-;-;-;-;-;-;-;-;-;35304;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35304
"231025 Paraipaba";-;-;-;-;-;-;-;-;-;32992;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32992
"231030 Parambu";-;-;-;-;-;-;-;-;-;31455;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31455
"231040 Paramoti";-;-;-;-;-;-;-;-;-;12252;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12252
"231050 Pedra Branca";-;-;-;-;-;-;-;-;-;43309;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43309
"231060 Penaforte";-;-;-;-;-;-;-;-;-;9143;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9143
"231070 Pentecoste";-;-;-;-;-;-;-;-;-;37900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37900
"231080 Pereiro";-;-;-;-;-;-;-;-;-;16331;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16331
"231085 Pindoretama";-;-;-;-;-;-;-;-;-;20769;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20769
"231090 Piquet Carneiro";-;-;-;-;-;-;-;-;-;17086;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17086
"231095 Pires Ferreira";-;-;-;-;-;-;-;-;-;11001;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11001
"231100 Poranga";-;-;-;-;-;-;-;-;-;12347;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12347
"231110 Porteiras";-;-;-;-;-;-;-;-;-;14958;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14958
"231120 Potengi";-;-;-;-;-;-;-;-;-;11106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11106
"231123 Potiretama";-;-;-;-;-;-;-;-;-;6437;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6437
"231126 Quiterianópolis";-;-;-;-;-;-;-;-;-;21166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21166
"231130 Quixadá";-;-;-;-;-;-;-;-;-;88321;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88321
"231135 Quixelô";-;-;-;-;-;-;-;-;-;16147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16147
"231140 Quixeramobim";-;-;-;-;-;-;-;-;-;81778;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81778
"231150 Quixeré";-;-;-;-;-;-;-;-;-;22293;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22293
"231160 Redenção";-;-;-;-;-;-;-;-;-;29146;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29146
"231170 Reriutaba";-;-;-;-;-;-;-;-;-;18385;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18385
"231180 Russas";-;-;-;-;-;-;-;-;-;78882;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78882
"231190 Saboeiro";-;-;-;-;-;-;-;-;-;15788;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15788
"231195 Salitre";-;-;-;-;-;-;-;-;-;16635;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16635
"231220 Santa Quitéria";-;-;-;-;-;-;-;-;-;43711;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43711
"231200 Santana do Acaraú";-;-;-;-;-;-;-;-;-;32654;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32654
"231210 Santana do Cariri";-;-;-;-;-;-;-;-;-;17712;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17712
"231230 São Benedito";-;-;-;-;-;-;-;-;-;48131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48131
"231240 São Gonçalo do Amarante";-;-;-;-;-;-;-;-;-;48869;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48869
"231250 São João do Jaguaribe";-;-;-;-;-;-;-;-;-;7601;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7601
"231260 São Luís do Curu";-;-;-;-;-;-;-;-;-;13044;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13044
"231270 Senador Pompeu";-;-;-;-;-;-;-;-;-;25456;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25456
"231280 Senador Sá";-;-;-;-;-;-;-;-;-;7691;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7691
"231290 Sobral";-;-;-;-;-;-;-;-;-;210711;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;210711
"231300 Solonópole";-;-;-;-;-;-;-;-;-;18357;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18357
"231310 Tabuleiro do Norte";-;-;-;-;-;-;-;-;-;30807;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30807
"231320 Tamboril";-;-;-;-;-;-;-;-;-;26225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26225
"231325 Tarrafas";-;-;-;-;-;-;-;-;-;8573;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8573
"231330 Tauá";-;-;-;-;-;-;-;-;-;59062;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59062
"231335 Tejuçuoca";-;-;-;-;-;-;-;-;-;19371;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19371
"231340 Tianguá";-;-;-;-;-;-;-;-;-;76537;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76537
"231350 Trairi";-;-;-;-;-;-;-;-;-;56291;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56291
"231355 Tururu";-;-;-;-;-;-;-;-;-;16431;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16431
